dcterms:identifier,ac:associatedSpecimenReference,coreid,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:PixelXDimension,exif:PixelYDimension,exif:Xresolution,exif:Yresolution,exif:ResolutionUnit,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit
https://www.morphosource.org/media/morphosource/images/3/6/4/16761_ms_media_files_media_36432_large.jpg,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36432p, ark:/87602/m4/M36432,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/16761_ms_media_files_media_36432_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,613.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36436,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36436,ark:/87602/m4/M36432,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36436,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,825.5395520127066,825.5395520127066,3,0.01211329,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/4/59195_ms_media_files_media_36436_large.jpg,2c828ac3-2d8f-418b-882f-3ef91660aa8e,0ceb046b-8372-495c-bfc6-79bd35b632a6,36436p, ark:/87602/m4/M36436,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/4/59195_ms_media_files_media_36436_large.jpg,image/jpeg,Skull,Skull,STL of skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36674,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36674,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36674,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,155.2644106333763,155.2644106333763,3,0.06440626,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/6/2155_ms_media_files_media_36674_large.jpg,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36674p, ark:/87602/m4/M36674,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/6/2155_ms_media_files_media_36674_large.jpg,image/jpeg,Skeleton,Skeleton,STL of Skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36675,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36675,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36675,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,221,292,155.2644106333763,155.2644106333763,3,0.06440626,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/6/25535_ms_media_files_media_36675_large.jpg,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36675p, ark:/87602/m4/M36675,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/6/25535_ms_media_files_media_36675_large.jpg,image/jpeg,,,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,925.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36691,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36691,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36691,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,974.5135472000765,974.5135472000765,3,0.01026153,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/6/71596_ms_media_files_media_36691_large.jpg,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36691p, ark:/87602/m4/M36691,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/6/71596_ms_media_files_media_36691_large.jpg,image/jpeg,Skull,Skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,615.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36693,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36693,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36693,image/tiff,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,752,1180,974.5135472000765,974.5135472000765,3,0.01026153,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/6/80622_ms_media_files_media_36693_large.jpg,b5352d4d-04ce-4725-80af-01bd44184897,77299530-ab4b-4d5b-b79c-d169c14660b3,36693p, ark:/87602/m4/M36693,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/6/80622_ms_media_files_media_36693_large.jpg,image/jpeg,Skull,Skull,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,1098.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36718,a422595b-2a98-49d0-90a9-1f547e3b54a1,a06e5721-92e1-43d9-8228-1ea92ef3bef8,36718,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36718,image/tiff,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,437,254,254.72035016915976,254.72035016915976,3,0.03925874,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/7/67066_ms_media_files_media_36718_large.jpg,a422595b-2a98-49d0-90a9-1f547e3b54a1,a06e5721-92e1-43d9-8228-1ea92ef3bef8,36718p, ark:/87602/m4/M36718,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/7/67066_ms_media_files_media_36718_large.jpg,image/jpeg,Skeleton,Skeleton,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,407.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36733,a422595b-2a98-49d0-90a9-1f547e3b54a1,a06e5721-92e1-43d9-8228-1ea92ef3bef8,36733,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36733,image/tiff,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1469,989,974.5135472000765,974.5135472000765,3,0.01026153,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/6/7/53675_ms_media_files_media_36733_large.jpg,a422595b-2a98-49d0-90a9-1f547e3b54a1,a06e5721-92e1-43d9-8228-1ea92ef3bef8,36733p, ark:/87602/m4/M36733,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/7/53675_ms_media_files_media_36733_large.jpg,image/jpeg,Skull,Skull,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,471.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M36803,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36803,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36803,image/tiff,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1736,1068,118.90336378805189,118.90336378805189,3,0.08410191,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/8/62999_ms_media_files_media_36803_large.jpg,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36803p, ark:/87602/m4/M36803,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/8/62999_ms_media_files_media_36803_large.jpg,image/jpeg,Skeleton,Skeleton,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,431.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36808,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36808,ark:/87602/m4/M36803,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36808,application/stl,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,118.90336378805189,118.90336378805189,3,0.08410191,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/8/93382_ms_media_files_media_36808_large.jpg,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36808p, ark:/87602/m4/M36808,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/8/93382_ms_media_files_media_36808_large.jpg,image/jpeg,Skeleton,Skeleton,STL of skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,644.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36806,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36806,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36806,application/stl,Skull,Skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,195.78364262906888,195.78364262906888,3,0.05107679,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/8/39269_ms_media_files_media_36806_large.jpg,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36806p, ark:/87602/m4/M36806,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/8/39269_ms_media_files_media_36806_large.jpg,image/jpeg,Skull,Skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,711.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36807,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36807,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36807,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1211,876,195.78364262906888,195.78364262906888,3,0.05107679,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/8/89566_ms_media_files_media_36807_large.jpg,7cdd4883-de83-4c7d-87b3-f052a3ee6112,1a5c4272-51e7-414e-9a23-158655cf96a0,36807p, ark:/87602/m4/M36807,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/8/89566_ms_media_files_media_36807_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,506.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M36975,5d34709f-0970-4a28-8635-c87d1f0803f8,d98c7235-6666-4cdb-949d-6f4ee32ea612,36975,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/36975,image/tiff,Skeleton,Skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Dan Paluh,,1475,546,159.81704145094696,159.81704145094696,3,0.06257155,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/6/9/90459_ms_media_files_media_36975_large.jpg,5d34709f-0970-4a28-8635-c87d1f0803f8,d98c7235-6666-4cdb-949d-6f4ee32ea612,36975p, ark:/87602/m4/M36975,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/6/9/90459_ms_media_files_media_36975_large.jpg,image/jpeg,Skeleton,Skeleton,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Dan Paluh,,700.0,259.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
